11994851;OOO KRION;11939928;B2B CENT
12124087;OOO Kenigtur;11939928;B2B CENT
12343331;OOO LAZAREV BDF;11939928;B2B CENT
11900438;OOO LEKS INDUSTRIA;11939928;B2B CENT
11900250;OOO MAKON;11939928;B2B CENT
12478905;OOO MERCHANDAYZING GRUPP;11939928;B2B CENT
11858906;OOO MS OJL;11939928;B2B CENT
12141739;OOO NEVSKY BEREG;11939928;B2B CENT
12648932;OOO NORSKEN-OJL;11939928;B2B CENT
12450639;OOO OZERNOE BDF;11939928;B2B CENT
11900536;OOO PASIFIK TRANS;11939928;B2B CENT
11860436;OOO PETROJL;11939928;B2B CENT
12196932;OOO Promyshlenny Tekhnology;11939928;B2B CENT
11858985;OOO RARITET-SUPRIM;11939928;B2B CENT
12245003;OOO SEVERNY ALIANS;11939928;B2B CENT
11857988;OOO SIBINDUSTRITEHMAS;11939928;B2B CENT
11859772;OOO STANDART;11939928;B2B CENT
12351354;OOO STAROIL BDF;11939928;B2B CENT
12644220;OOO STD;11939928;B2B CENT
12149147;OOO Standart-oil;11939928;B2B CENT
11858455;OOO TORGOVY DOM KAPITAN;11939928;B2B CENT
11858646;OOO TORGOVYJ DOM SIBREZERV;11939928;B2B CENT
11859041;OOO TOSKO-PROM;11939928;B2B CENT
11860266;OOO Torgovyi Dom Khlestunov;11939928;B2B CENT
12351355;OOO UNVEST BDF;11939928;B2B CENT
11860575;OOO VLADUAZSERVIS;11939928;B2B CENT
11943106;OOO AVTORUS LOGISTIKA;12575352;B2C-28
12750601;VECTOR AUTO;12575352;B2C-28
12487009;FILIAL CENTR OOO ROLF;12492353;Chrysler-Direct
12429192;OOO ADAMS-MOTORS;12492353;Chrysler-Direct
12528732;OOO AVALUKS SEVER;12492353;Chrysler-Direct
12462367;OOO AVTOCENTER IRBIS;12492353;Chrysler-Direct
12671166;OOO AVTOGERMES BALASHIKHA;12492353;Chrysler-Direct
12690439;OOO AVTOGRAD PLUS;12492353;Chrysler-Direct
12477268;OOO FORUM AVTO NEVA;12492353;Chrysler-Direct
12394968;OOO GENSER SERVICE S2;12492353;Chrysler-Direct
12455111;OOO MEJDZHOR AVTO CENTER;12492353;Chrysler-Direct
12540326;ROLF OOO FILIAL DIAMAND;12492353;Chrysler-Direct
12497721;ATLANT MOTORS OOO;12492354;Chrysler-Regions
12543788;OOO ALYANSMOTORS;12492354;Chrysler-Regions
12473860;OOO AVTOGRAD SOL;12492354;Chrysler-Regions
12676367;OOO AVTOMIR +;12492354;Chrysler-Regions
12485532;OOO AVTOMIR PRIMORYE UG;12492354;Chrysler-Regions
12676750;OOO AVTOMOBILNYI CENTR NA MANEVROVO;12492354;Chrysler-Regions
12711700;OOO CTC AVTOMOBILI;12492354;Chrysler-Regions
12711696;OOO F-AVTO;12492354;Chrysler-Regions
12462217;OOO INTERAVTOCENTR;12492354;Chrysler-Regions
12816352;OOO KARTEL AVTO NOVOKUZNETSK;12492354;Chrysler-Regions
12650413;OOO PLANETA AVTO GRUPP;12492354;Chrysler-Regions
12676872;OOO RV SERVIS KUBAN;12492354;Chrysler-Regions
12574947;OOO SARET AUTO;12492354;Chrysler-Regions
12458949;OOO SATURN-R-AVTO;12492354;Chrysler-Regions
12524787;OOO SOKRAT;12492354;Chrysler-Regions
12487175;OOO TEMP AVTO FKDD;12492354;Chrysler-Regions
12504164;OOO VSK;12492354;Chrysler-Regions
12462441;ООО EKHO-N;12492354;Chrysler-Regions
12623542;OOO OIL MOTOR;12576242;B2C-33
